1001,	43,	43,	S,	你
1004,	19,	19,	S,	不
1005,	22,	22,	S,	据
1007,	6,	6,	S,	剧
1010,	14,	14,	S,	边
1014,	19,	19,	S,	到
1015,	40,	40,	S,	的
1016,	24,	24,	S,	尝
1028,	19,	19,	S,	大
1046,	15,	15,	S,	他
1054,	43,	43,	S,	上
1054,	46,	46,	S,	愉
1067,	52,	52,	S,	家
1067,	75,	75,	S,	畏
1082,	3,	3,	S,	亲
1082,	6,	6,	S,	的
1084,	4,	4,	S,	还
1086,	7,	7,	S,	致
1086,	13,	14,	S,	状态
1087,	4,	5,	S,	章画
1097,	16,	16,	S,	半
1097,	18,	18,	S,	半
1098,	9,	9,	S,	母
1100,	4,	4,	S,	据
1106,	14,	14,	S,	世
1106,	34,	34,	S,	绩
1109,	14,	14,	S,	张
1110,	24,	24,	S,	西
1142,	7,	7,	S,	终
1142,	10,	10,	S,	现
1149,	8,	8,	S,	是
1160,	24,	24,	S,	完
1164,	41,	41,	S,	买
1166,	22,	22,	S,	了
1183,	46,	46,	S,	语
1186,	18,	18,	S,	支
1190,	14,	14,	S,	直
1201,	6,	6,	S,	球
1201,	25,	25,	S,	球
1204,	1,	1,	S,	况
1212,	46,	46,	S,	的
1214,	9,	9,	S,	管
1214,	17,	17,	S,	都
1214,	34,	34,	S,	以
1214,	36,	36,	S,	其
1218,	1,	1,	S,	他
1227,	33,	33,	S,	是
1230,	3,	3,	S,	人
1231,	12,	12,	S,	出
1245,	6,	6,	S,	精
1248,	24,	24,	S,	已
1257,	21,	21,	S,	已
1268,	58,	58,	S,	山
1271,	46,	46,	S,	间
1272,	3,	3,	S,	改
1273,	38,	38,	S,	这
1278,	39,	39,	S,	链
1288,	8,	8,	S,	过
1294,	11,	11,	S,	变
1298,	46,	46,	S,	的
1300,	17,	17,	S,	己
1301,	46,	46,	S,	旁
1301,	62,	62,	S,	风
1303,	55,	55,	S,	经
1313,	59,	59,	S,	今
1315,	3,	3,	S,	末
1317,	6,	6,	S,	得
1336,	49,	49,	S,	下
1336,	63,	63,	S,	因
1341,	10,	10,	S,	伟
1341,	25,	25,	S,	伟
1349,	20,	20,	S,	做
1352,	9,	9,	S,	旅
1365,	39,	39,	S,	众
1366,	44,	44,	S,	三
1373,	6,	6,	S,	受
1373,	11,	11,	S,	纪
1374,	81,	81,	S,	了
1384,	9,	9,	S,	漂
1387,	44,	44,	S,	己
1387,	57,	57,	S,	己
1389,	16,	16,	S,	值
1392,	9,	9,	S,	在
1395,	2,	2,	S,	个
1403,	5,	5,	S,	里
1422,	7,	7,	S,	愿
1425,	5,	5,	S,	这
1426,	21,	21,	S,	轻
1426,	53,	53,	S,	正
1430,	20,	20,	S,	了
1444,	9,	9,	S,	汤
1444,	16,	16,	S,	理
1444,	46,	46,	S,	是
1460,	44,	44,	S,	和
1467,	13,	13,	S,	使
1474,	6,	6,	S,	开
1483,	44,	44,	S,	读
1483,	77,	77,	S,	再
1502,	42,	42,	S,	址
1504,	7,	7,	S,	鸡
1505,	45,	45,	S,	缺
1508,	10,	10,	S,	副
1513,	1,	1,	S,	感
1522,	18,	18,	S,	仿
1524,	1,	2,	S,	商人
1524,	8,	8,	S,	的
1564,	12,	12,	S,	哪
1565,	5,	5,	S,	的
1565,	20,	20,	S,	式
1576,	3,	3,	S,	得
1578,	15,	15,	S,	都
1584,	19,	19,	S,	菜
1590,	37,	37,	S,	励
1592,	8,	8,	S,	床
1593,	7,	7,	S,	跟
1595,	14,	14,	S,	感
1595,	19,	19,	S,	票
1600,	11,	11,	S,	源
1603,	18,	18,	S,	想
1606,	12,	12,	S,	欢
1606,	32,	32,	S,	话
1606,	56,	56,	S,	作
1607,	4,	4,	S,	实
1621,	1,	1,	S,	其
1625,	23,	23,	S,	心
1626,	8,	8,	S,	玩
1630,	9,	9,	S,	记
1630,	17,	17,	S,	候
1641,	32,	32,	S,	旦
1644,	26,	26,	S,	共
1644,	28,	28,	S,	党
1644,	52,	52,	S,	里
1647,	3,	3,	S,	有
1663,	26,	26,	S,	姐
1684,	5,	5,	S,	缘
1692,	2,	2,	S,	是
1699,	9,	9,	S,	去
1713,	13,	13,	S,	玩
1713,	15,	15,	S,	玩
1714,	21,	21,	S,	紫
1725,	28,	28,	S,	空
1725,	45,	45,	S,	分
1733,	1,	1,	S,	除
1733,	3,	3,	S,	话
1735,	9,	9,	S,	份
1736,	63,	63,	S,	做
1741,	11,	11,	S,	和
1745,	29,	29,	S,	旱
1758,	12,	12,	S,	道
1761,	11,	11,	S,	处
1765,	25,	25,	S,	至
1765,	27,	27,	S,	上
1774,	27,	27,	S,	欢
1784,	18,	18,	S,	轻
1784,	34,	34,	S,	髦
1787,	1,	1,	S,	他
1793,	11,	11,	S,	该
1803,	37,	37,	S,	熟
1805,	2,	2,	S,	风
1812,	37,	37,	S,	做
1812,	61,	61,	S,	做
1815,	18,	18,	S,	孤
1818,	4,	4,	S,	冬
1822,	5,	5,	S,	受
1826,	6,	6,	S,	坏
1829,	7,	7,	S,	次
1831,	13,	13,	S,	功
1834,	19,	19,	S,	在
1844,	66,	66,	S,	上
1856,	10,	10,	S,	抖
1857,	28,	28,	S,	样
1861,	37,	37,	S,	后
1864,	12,	12,	S,	喝
1883,	4,	4,	S,	好
1885,	22,	22,	S,	便
1891,	10,	10,	S,	想
1902,	4,	4,	S,	时
1902,	11,	11,	S,	凉
1906,	2,	2,	S,	想
1908,	4,	4,	S,	是
1908,	16,	16,	S,	版
1924,	47,	47,	S,	厉
1928,	23,	23,	S,	方
1928,	43,	43,	S,	敏
1930,	14,	14,	S,	少
1941,	34,	34,	S,	陈
1941,	38,	38,	S,	易
1941,	42,	42,	S,	某
1948,	19,	19,	S,	丽
1959,	2,	2,	S,	已
1967,	3,	3,	S,	去
1967,	43,	43,	S,	汇
1968,	11,	12,	S,	公共
1971,	2,	2,	S,	们
1972,	24,	24,	S,	贴
1973,	5,	5,	S,	功
1977,	33,	33,	S,	衣
1978,	24,	24,	S,	每
1978,	30,	30,	S,	多
1979,	19,	19,	S,	做
1980,	13,	13,	S,	拿
1984,	9,	9,	S,	况
1985,	18,	18,	S,	大
1996,	1,	1,	S,	作
2004,	13,	13,	S,	反
2006,	4,	4,	S,	个
2006,	9,	9,	S,	个
2028,	49,	49,	S,	禁
2041,	23,	23,	S,	已
2046,	8,	8,	S,	会
2050,	19,	19,	S,	控
2051,	84,	84,	S,	衰
2056,	11,	11,	S,	樣
2057,	54,	54,	S,	哪
2061,	7,	7,	S,	己
2063,	24,	24,	S,	通
2074,	7,	7,	S,	己
2076,	31,	31,	S,	生
2082,	12,	12,	S,	需
2088,	9,	9,	S,	随
2105,	4,	4,	S,	历
2113,	34,	34,	S,	候
2117,	6,	6,	S,	龙
2119,	25,	25,	S,	台
2121,	58,	58,	S,	哪
2130,	3,	3,	S,	得
2131,	19,	19,	S,	吧
2137,	39,	39,	S,	面
2138,	64,	64,	S,	知
2138,	68,	68,	S,	北
2140,	2,	2,	S,	先
2144,	6,	6,	S,	京
2148,	21,	21,	S,	做
2152,	39,	39,	S,	惯
2154,	7,	7,	S,	的
2156,	45,	45,	S,	的
2162,	27,	27,	S,	在
2163,	6,	7,	S,	相同
2165,	8,	8,	S,	三
2167,	76,	76,	S,	比
2187,	6,	6,	S,	生
2193,	41,	41,	S,	时
2194,	4,	4,	S,	有
2199,	6,	6,	S,	五
2223,	13,	13,	S,	毕
2236,	1,	1,	S,	南
2252,	12,	12,	S,	是
2254,	12,	12,	S,	南
2267,	29,	29,	S,	在
2268,	47,	47,	S,	出
2277,	1,	1,	S,	因
2277,	16,	16,	S,	课
2279,	16,	16,	S,	是
2279,	30,	30,	S,	产
2286,	46,	46,	S,	种
2290,	3,	3,	S,	观
2300,	18,	18,	S,	相
2309,	12,	12,	S,	像
2310,	10,	10,	S,	的
2312,	19,	19,	S,	初
2315,	1,	1,	S,	在
2319,	26,	26,	S,	着
2321,	11,	11,	S,	己
2325,	29,	29,	S,	的
2332,	21,	21,	S,	视
2334,	27,	27,	S,	喝
2335,	2,	2,	S,	播
2350,	2,	2,	S,	堂
2353,	36,	36,	S,	情
2356,	6,	6,	S,	晚
2356,	12,	12,	S,	晚
2360,	15,	15,	S,	几
2364,	37,	37,	S,	些
2366,	8,	8,	S,	还
2368,	1,	1,	S,	在
2372,	5,	5,	S,	倒
2396,	15,	15,	S,	已
2401,	5,	5,	S,	个
2402,	23,	23,	S,	建
2402,	25,	25,	S,	医
2402,	68,	68,	S,	在
2408,	27,	27,	S,	地
2410,	1,	1,	S,	第
2415,	19,	19,	S,	题
2418,	12,	12,	S,	候
2423,	4,	4,	S,	技
2425,	11,	11,	S,	稳
2429,	12,	12,	S,	麻
2429,	21,	21,	S,	板
2429,	25,	26,	S,	鱿语
2429,	56,	56,	S,	别
2432,	35,	35,	S,	开
2433,	4,	4,	S,	人
2438,	15,	15,	S,	好
2438,	34,	34,	S,	方
2443,	31,	31,	S,	好
2449,	2,	2,	S,	根
2458,	6,	6,	S,	绿
2465,	9,	9,	S,	安
2474,	28,	28,	S,	众
2478,	32,	32,	S,	的
2479,	8,	8,	S,	找
2483,	21,	21,	S,	绍
2483,	31,	31,	S,	象
2489,	21,	21,	S,	化
2496,	13,	14,	S,	你开
2498,	42,	42,	S,	婉
2511,	19,	19,	S,	蔬
2517,	6,	6,	S,	虹
2523,	6,	6,	S,	恢
2542,	40,	40,	S,	本
2544,	8,	8,	S,	程
2544,	33,	33,	S,	康
2547,	5,	5,	S,	教
2549,	24,	24,	S,	己
2550,	9,	9,	S,	想
2561,	54,	54,	S,	他
2573,	11,	11,	S,	跟
2580,	14,	14,	S,	担
2587,	9,	9,	S,	蓝
2596,	9,	9,	S,	都
2598,	16,	16,	S,	事
2598,	37,	37,	S,	生
2598,	46,	46,	S,	生
2599,	12,	12,	S,	肤
2600,	65,	65,	S,	无
2600,	124,	124,	S,	很
2604,	12,	12,	S,	惯
2609,	4,	4,	S,	有
2615,	1,	1,	S,	百
2615,	8,	8,	S,	名
2619,	17,	17,	S,	就
2627,	6,	7,	S,	简例
2638,	3,	3,	S,	他
2638,	23,	23,	S,	分
2640,	12,	12,	S,	已
2641,	39,	39,	S,	累
2643,	27,	27,	S,	穿
2645,	19,	19,	S,	接
2656,	9,	9,	S,	格
2657,	1,	1,	S,	除
2657,	3,	3,	S,	话
2662,	44,	44,	S,	声
2663,	39,	39,	S,	暴
2663,	79,	79,	S,	必
2663,	111,	111,	S,	性
2677,	13,	13,	S,	休
2682,	24,	24,	S,	血
2701,	7,	7,	S,	由
2702,	35,	35,	S,	一
2704,	20,	20,	S,	此
2705,	47,	47,	S,	她
2706,	14,	14,	S,	饱
2713,	11,	11,	S,	在
2731,	3,	3,	S,	漂
2734,	14,	14,	S,	个
2752,	8,	8,	S,	原
2753,	54,	54,	S,	忘
2761,	2,	2,	S,	子
2770,	9,	9,	S,	已
2777,	12,	12,	S,	待
2777,	40,	40,	S,	活
2785,	11,	11,	S,	印
2786,	36,	36,	S,	支
2792,	7,	7,	S,	们
2792,	9,	9,	S,	友
2793,	23,	23,	S,	父
2793,	42,	42,	S,	伯
2800,	16,	16,	S,	用
